tile_index,image_name,scene_pool,image_id,date,cloud_cover,wrs_path,wrs_row,spacecraft_id,sensor_id,system_time_start,rebuild_rank
131,image131.tif,dynamic,LE07_139040_20051122,2005-11-22,0,139,40,LANDSAT_7,ETM,1132633507650,145.31674982709447
131,image131.tif,dynamic,LE07_139041_20050412,2005-04-12,7,139,41,LANDSAT_7,ETM,1113279934490,150.92885296689744
131,image131.tif,dynamic,LE07_139040_20050412,2005-04-12,8,139,40,LANDSAT_7,ETM,1113279910596,160.9291294939293
131,image131.tif,dynamic,LE07_139040_20051208,2005-12-08,0,139,40,LANDSAT_7,ETM,1134015911876,161.31818114335746
131,image131.tif,dynamic,LE07_139040_20050327,2005-03-27,7,139,40,LANDSAT_7,ETM,1111897516043,166.92768405539485
131,image131.tif,dynamic,LE07_139040_20050207,2005-02-07,3,139,40,LANDSAT_7,ETM,1107750307318,174.92363783046616
131,image131.tif,dynamic,LE07_139040_20050106,2005-01-06,0,139,40,LANDSAT_7,ETM,1104985497876,176.92098230343154
131,image131.tif,dynamic,LE07_139040_20051224,2005-12-24,0,139,40,LANDSAT_7,ETM,1135398315324,177.3196034542129
131,image131.tif,dynamic,LE07_139040_20060109,2006-01-09,0,139,40,LANDSAT_7,ETM,1136780724949,193.32109726430085
131,image131.tif,dynamic,LE07_139041_20051208,2005-12-08,4,139,41,LANDSAT_7,ETM,1134015935770,201.31845771817743
131,image131.tif,dynamic,LE07_139040_20060125,2006-01-25,0,139,40,LANDSAT_7,ETM,1138163132699,209.32256937112493
131,image131.tif,dynamic,LE07_139041_20060109,2006-01-09,2,139,41,LANDSAT_7,ETM,1136780748845,213.32137386227095
131,image131.tif,dynamic,LE07_139041_20050106,2005-01-06,4,139,41,LANDSAT_7,ETM,1104985521772,216.9207057532535
131,image131.tif,dynamic,LE07_139040_20050615,2005-06-15,20,139,40,LANDSAT_7,ETM,1118809501935,216.9347593283239
131,image131.tif,dynamic,LE07_139040_20041103,2004-11-03,0,139,40,LANDSAT_7,ETM,1099455868224,240.915795868224
131,image131.tif,dynamic,LE07_139040_20060226,2006-02-26,0,139,40,LANDSAT_7,ETM,1140927940762,241.32542750094717
131,image131.tif,dynamic,LE07_139041_20051224,2005-12-24,7,139,41,LANDSAT_7,ETM,1135398339220,247.31988005218295
131,image131.tif,dynamic,LE07_139041_20060125,2006-01-25,4,139,41,LANDSAT_7,ETM,1138163156595,249.322845969095
131,image131.tif,dynamic,LE07_139040_20041018,2004-10-18,2,139,40,LANDSAT_7,ETM,1098073454841,276.91456835067436
131,image131.tif,dynamic,LE07_139041_20050207,2005-02-07,17,139,41,LANDSAT_7,ETM,1107750331212,314.9233613034342
131,image131.tif,dynamic,LE07_139041_20060210,2006-02-10,9,139,41,LANDSAT_7,ETM,1139545561759,315.32428814277756
131,image131.tif,dynamic,LE07_139040_20050428,2005-04-28,26,139,40,LANDSAT_7,ETM,1114662309583,324.9305236174534
131,image131.tif,dynamic,LE07_139041_20041018,2004-10-18,8,139,41,LANDSAT_7,ETM,1098073478734,336.9142918352155
131,image131.tif,dynamic,LE07_139040_20040916,2004-09-16,5,139,40,LANDSAT_7,ETM,1095308652968,338.9118252270421
