tile_index,image_name,image_id,date,cloud_cover,wrs_path,wrs_row,spacecraft_id,sensor_id,system_time_start,rebuild_rank
132,image132.tif,LE07_150035_20050916,2005-09-16,1,150,35,LANDSAT_7,ETM,1126848638635,88.35646246965352
132,image132.tif,LE07_150034_20050916,2005-09-16,2,150,34,LANDSAT_7,ETM,1126848614744,98.35618592955882
132,image132.tif,LE07_151034_20050907,2005-09-07,3,151,34,LANDSAT_7,ETM,1126071389797,99.35974959581553
132,image132.tif,LE07_150034_20051002,2005-10-02,2,150,34,LANDSAT_7,ETM,1128231015079,114.35757220720862
132,image132.tif,LE07_150034_20051018,2005-10-18,1,150,34,LANDSAT_7,ETM,1129613420934,120.35902237926734
132,image132.tif,LE07_150035_20051002,2005-10-02,4,150,35,LANDSAT_7,ETM,1128231038968,134.3578487241532
132,image132.tif,LE07_150035_20051018,2005-10-18,9,150,35,LANDSAT_7,ETM,1129613444823,200.3592988962119
132,image132.tif,LE07_151034_20050923,2005-09-23,14,151,34,LANDSAT_7,ETM,1127453786127,225.36108951529368
132,image132.tif,LE07_151035_20041022,2004-10-22,1,151,35,LANDSAT_7,ETM,1098423389329,262.8647505999771
132,image132.tif,LE07_151034_20041022,2004-10-22,1,151,34,LANDSAT_7,ETM,1098423365441,262.8650270575706
132,image132.tif,LE07_150035_20041031,2004-10-31,2,150,35,LANDSAT_7,ETM,1099200625983,263.8697332301496
132,image132.tif,LE07_150034_20040913,2004-09-13,1,150,34,LANDSAT_7,ETM,1095053389581,301.8660073131921
132,image132.tif,LE07_150035_20040913,2004-09-13,2,150,35,LANDSAT_7,ETM,1095053413471,311.8657308324525
132,image132.tif,LE07_151035_20050923,2005-09-23,23,151,35,LANDSAT_7,ETM,1127453810017,315.36136604381335
132,image132.tif,LE07_150034_20041015,2004-10-15,7,150,34,LANDSAT_7,ETM,1097818187330,329.86879816418184
132,image132.tif,LE07_151034_20040904,2004-09-04,3,151,34,LANDSAT_7,ETM,1094276164811,330.8608871486073
132,image132.tif,LE07_151035_20051009,2005-10-09,23,151,35,LANDSAT_7,ETM,1128836207211,331.3627159641555
132,image132.tif,LE07_150035_20041015,2004-10-15,8,150,35,LANDSAT_7,ETM,1097818211219,339.8685216950153
132,image132.tif,LE07_151035_20040904,2004-09-04,10,151,35,LANDSAT_7,ETM,1094276188700,400.86061067944075
132,image132.tif,LE07_151034_20060910,2006-09-10,2,151,34,LANDSAT_7,ETM,1157866615922,457.3918471946257
132,image132.tif,LE07_151034_20051009,2005-10-09,37,151,34,LANDSAT_7,ETM,1128836183321,471.36243943563585
132,image132.tif,LE07_150035_20061005,2006-10-05,1,150,35,LANDSAT_7,ETM,1160026254514,472.3898238702547
132,image132.tif,LE07_150034_20061005,2006-10-05,3,150,34,LANDSAT_7,ETM,1160026230626,492.38954736488523
132,image132.tif,LE07_150034_20061021,2006-10-21,5,150,34,LANDSAT_7,ETM,1161408645699,528.3911042359767
