tile_index,image_name,image_id,date,cloud_cover,wrs_path,wrs_row,spacecraft_id,sensor_id,system_time_start,rebuild_rank
0,image0.tif,LE07_133040_20051011,2005-10-11,5,133,40,LANDSAT_7,ETM,1129002453830,153.2870328936448
0,image0.tif,LE07_133040_20050909,2005-09-09,23,133,40,LANDSAT_7,ETM,1126237657127,301.284306256664
0,image0.tif,LE07_133040_20041024,2004-10-24,13,133,40,LANDSAT_7,ETM,1098589635895,380.9407667770987
0,image0.tif,LE07_133040_20061030,2006-10-30,7,133,40,LANDSAT_7,ETM,1162180093579,557.3206705912642
0,image0.tif,LE07_133040_20070627,2007-06-27,20,133,40,LANDSAT_7,ETM,1182916125457,927.3417755814755
0,image0.tif,LE07_133040_20031022,2003-10-22,38,133,40,LANDSAT_7,ETM,1066794409039,998.9092823835759
0,image0.tif,LE07_133040_20020901,2002-09-01,27,133,40,LANDSAT_7,ETM,1030851989843,1304.8735621403061
0,image0.tif,LE07_133040_20081019,2008-10-19,33,133,40,LANDSAT_7,ETM,1224388034939,1537.3821998289204
1,image1.tif,LE07_146037_20050904,2005-09-04,1,146,37,LANDSAT_7,ETM,1125810409354,76.33888163620585
1,image1.tif,LE07_147037_20050826,2005-08-26,2,147,37,LANDSAT_7,ETM,1125033185310,77.34245575475444
1,image1.tif,LE07_146037_20050920,2005-09-20,3,146,37,LANDSAT_7,ETM,1127192803560,112.34019697022667
1,image1.tif,LE07_146037_20051006,2005-10-06,2,146,37,LANDSAT_7,ETM,1128575199795,118.34153579007277
1,image1.tif,LE07_146038_20050920,2005-09-20,4,146,38,LANDSAT_7,ETM,1127192827453,122.34047353347152
1,image1.tif,LE07_146038_20051006,2005-10-06,3,146,38,LANDSAT_7,ETM,1128575223686,128.3418123301675
1,image1.tif,LE07_147037_20051029,2005-10-29,1,147,37,LANDSAT_7,ETM,1130562788977,131.34802780055105
1,image1.tif,LE07_146037_20051022,2005-10-22,2,146,37,LANDSAT_7,ETM,1129957612691,134.34306746222802
1,image1.tif,LE07_146038_20051022,2005-10-22,4,146,38,LANDSAT_7,ETM,1129957636583,154.3433440138978
1,image1.tif,LE07_147037_20051013,2005-10-13,6,147,37,LANDSAT_7,ETM,1129180375550,165.34648998203147
1,image1.tif,LE07_147037_20050927,2005-09-27,10,147,37,LANDSAT_7,ETM,1127797974530,189.34509577545592
1,image1.tif,LE07_146038_20050904,2005-09-04,14,146,38,LANDSAT_7,ETM,1125810433247,206.3391581994507
1,image1.tif,LE07_146037_20050803,2005-08-03,26,146,37,LANDSAT_7,ETM,1123045622740,294.3362717801474
1,image1.tif,LE07_146038_20041019,2004-10-19,4,146,38,LANDSAT_7,ETM,1098162403863,295.8851547302519
1,image1.tif,LE07_147037_20040908,2004-09-08,0,147,37,LANDSAT_7,ETM,1094620351428,296.8775899347613
1,image1.tif,LE07_146037_20040901,2004-09-01,1,146,37,LANDSAT_7,ETM,1094015183609,313.88124193129414
1,image1.tif,LE07_146037_20041019,2004-10-19,7,146,37,LANDSAT_7,ETM,1098162379971,325.8854312341376
1,image1.tif,LE07_146038_20050803,2005-08-03,32,146,38,LANDSAT_7,ETM,1123045646631,354.3365483202421
1,image1.tif,LE07_146038_20050616,2005-06-16,35,146,38,LANDSAT_7,ETM,1118898449736,365.90535983862486
1,image1.tif,LE07_147037_20050810,2005-08-10,33,147,37,LANDSAT_7,ETM,1123650791621,371.3411464050469
1,image1.tif,LE07_146037_20040816,2004-08-16,6,146,37,LANDSAT_7,ETM,1092632787434,379.87981526428587
1,image1.tif,LE07_146038_20040901,2004-09-01,11,146,38,LANDSAT_7,ETM,1094015207501,413.8809654274084
1,image1.tif,LE07_146038_20040629,2004-06-29,5,146,38,LANDSAT_7,ETM,1088485624356,417.8752407632449
1,image1.tif,LE07_147037_20040924,2004-09-24,15,147,37,LANDSAT_7,ETM,1096002746584,430.8790283947322
3,image3.tif,LE07_153034_20050719,2005-07-19,0,153,34,LANDSAT_7,ETM,1121752148825,19.364215401139813
3,image3.tif,LE07_152034_20050626,2005-06-26,2,152,34,LANDSAT_7,ETM,1119764576936,25.881605595454516
3,image3.tif,LE07_152033_20050626,2005-06-26,2,152,33,LANDSAT_7,ETM,1119764553051,25.881882018328778
3,image3.tif,LE07_153034_20050804,2005-08-04,1,153,34,LANDSAT_7,ETM,1123134546558,45.36557156044689
3,image3.tif,LE07_153034_20050820,2005-08-20,0,153,34,LANDSAT_7,ETM,1124516941219,51.36689216112641
3,image3.tif,LE07_153033_20050905,2005-09-05,0,153,33,LANDSAT_7,ETM,1125899308854,67.367899933854
3,image3.tif,LE07_153034_20050905,2005-09-05,0,153,34,LANDSAT_7,ETM,1125899332743,67.36817645079856
3,image3.tif,LE07_152033_20050914,2005-09-14,0,152,33,LANDSAT_7,ETM,1126676532162,76.36431729605088
3,image3.tif,LE07_152034_20050914,2005-09-14,0,152,34,LANDSAT_7,ETM,1126676556052,76.36459382457052
3,image3.tif,LE07_153033_20050719,2005-07-19,6,153,33,LANDSAT_7,ETM,1121752124939,79.36393891892048
3,image3.tif,LE07_153033_20050921,2005-09-21,0,153,33,LANDSAT_7,ETM,1127281703784,83.36922364822846
3,image3.tif,LE07_153034_20050921,2005-09-21,1,153,34,LANDSAT_7,ETM,1127281727673,93.369500165173
3,image3.tif,LE07_152034_20050728,2005-07-28,7,152,34,LANDSAT_7,ETM,1122529377083,98.36069005995337
3,image3.tif,LE07_153033_20050820,2005-08-20,6,153,33,LANDSAT_7,ETM,1124516917330,111.36661564418185
3,image3.tif,LE07_152034_20050930,2005-09-30,2,152,34,LANDSAT_7,ETM,1128058956836,112.36598529942859
3,image3.tif,LE07_153033_20050617,2005-06-17,10,153,33,LANDSAT_7,ETM,1118987325837,114.876790138337
3,image3.tif,LE07_152034_20051016,2005-10-16,2,152,34,LANDSAT_7,ETM,1129441360781,128.3674133630958
3,image3.tif,LE07_153034_20051007,2005-10-07,3,153,34,LANDSAT_7,ETM,1128664122902,129.37082734049457
3,image3.tif,LE07_152033_20051016,2005-10-16,3,152,33,LANDSAT_7,ETM,1129441336893,138.3671368577263
3,image3.tif,LE07_153034_20050703,2005-07-03,15,153,34,LANDSAT_7,ETM,1120369747997,153.36282341697847
3,image3.tif,LE07_152033_20050930,2005-09-30,9,152,33,LANDSAT_7,ETM,1128058932948,182.3657087940591
3,image3.tif,LE07_153034_20050617,2005-06-17,19,153,34,LANDSAT_7,ETM,1118987349724,204.8765136923166
3,image3.tif,LE07_152033_20050728,2005-07-28,18,152,33,LANDSAT_7,ETM,1122529353196,208.36041356615897
3,image3.tif,LE07_152034_20050813,2005-08-13,17,152,34,LANDSAT_7,ETM,1123911773013,214.36202534940188
24,image24.tif,LE07_146039_20051006,2005-10-06,2,146,39,LANDSAT_7,ETM,1128575247578,118.34208888183726
24,image24.tif,LE07_146038_20050920,2005-09-20,4,146,38,LANDSAT_7,ETM,1127192827453,122.34047353347152
24,image24.tif,LE07_146038_20051006,2005-10-06,3,146,38,LANDSAT_7,ETM,1128575223686,128.3418123301675
24,image24.tif,LE07_146038_20051022,2005-10-22,4,146,38,LANDSAT_7,ETM,1129957636583,154.3433440138978
24,image24.tif,LE07_146039_20051022,2005-10-22,4,146,39,LANDSAT_7,ETM,1129957660476,154.34362057714267
24,image24.tif,LE07_146039_20050616,2005-06-16,14,146,39,LANDSAT_7,ETM,1118898473627,155.9050833463122
24,image24.tif,LE07_146038_20050904,2005-09-04,14,146,38,LANDSAT_7,ETM,1125810433247,206.3391581994507
24,image24.tif,LE07_146039_20041019,2004-10-19,4,146,39,LANDSAT_7,ETM,1098162427755,295.88487822636614
24,image24.tif,LE07_146038_20041019,2004-10-19,4,146,38,LANDSAT_7,ETM,1098162403863,295.8851547302519
24,image24.tif,LE07_146038_20050803,2005-08-03,32,146,38,LANDSAT_7,ETM,1123045646631,354.3365483202421
24,image24.tif,LE07_146038_20050616,2005-06-16,35,146,38,LANDSAT_7,ETM,1118898449736,365.90535983862486
24,image24.tif,LE07_146039_20040629,2004-06-29,3,146,39,LANDSAT_7,ETM,1088485648248,397.87496425935916
24,image24.tif,LE07_146038_20040901,2004-09-01,11,146,38,LANDSAT_7,ETM,1094015207501,413.8809654274084
24,image24.tif,LE07_146038_20040629,2004-06-29,5,146,38,LANDSAT_7,ETM,1088485624356,417.8752407632449
