tile_index,image_name,image_id,date,cloud_cover,wrs_path,wrs_row,spacecraft_id,sensor_id,system_time_start,rebuild_rank
131,image131.tif,LE07_139040_20050615,2005-06-15,20,139,40,LANDSAT_7,ETM,1118809501935,216.9347593283239
131,image131.tif,LE07_139040_20041018,2004-10-18,2,139,40,LANDSAT_7,ETM,1098073454841,276.91456835067436
131,image131.tif,LE07_139041_20041018,2004-10-18,8,139,41,LANDSAT_7,ETM,1098073478734,336.9142918352155
131,image131.tif,LE07_139040_20040916,2004-09-16,5,139,40,LANDSAT_7,ETM,1095308652968,338.9118252270421
131,image131.tif,LE07_139040_20050701,2005-07-01,39,139,40,LANDSAT_7,ETM,1120191899453,391.30421334621224
131,image131.tif,LE07_139040_20060906,2006-09-06,3,139,40,LANDSAT_7,ETM,1157516710752,463.34166893297424
131,image131.tif,LE07_139040_20040628,2004-06-28,10,139,40,LANDSAT_7,ETM,1088396676461,468.9046413408129
131,image131.tif,LE07_139041_20040815,2004-08-15,29,139,41,LANDSAT_7,ETM,1092543887339,610.908662648913
131,image131.tif,LE07_139041_20040916,2004-09-16,35,139,41,LANDSAT_7,ETM,1095308676864,638.911548676864
131,image131.tif,LE07_139040_20060704,2006-07-04,27,139,40,LANDSAT_7,ETM,1151987128235,639.3363416999943
131,image131.tif,LE07_139040_20060720,2006-07-20,31,139,40,LANDSAT_7,ETM,1153369520034,695.3376291728117
131,image131.tif,LE07_139040_20061008,2006-10-08,29,139,40,LANDSAT_7,ETM,1160281496284,755.3442662648025
131,image131.tif,LE07_139041_20060906,2006-09-06,33,139,41,LANDSAT_7,ETM,1157516734648,763.3419455309443
131,image131.tif,LE07_139040_20030813,2003-08-13,10,139,40,LANDSAT_7,ETM,1060748639671,788.8774191142081
131,image131.tif,LE07_139040_20070605,2007-06-05,14,139,40,LANDSAT_7,ETM,1181017550944,845.3656349583514
131,image131.tif,LE07_139040_20071027,2007-10-27,0,139,40,LANDSAT_7,ETM,1193459131104,849.3778469088818
131,image131.tif,LE07_139040_20071011,2007-10-11,4,139,40,LANDSAT_7,ETM,1192076719017,873.3763246009614
131,image131.tif,LE07_139040_20070707,2007-07-07,25,139,40,LANDSAT_7,ETM,1183782348945,987.3683766197784
131,image131.tif,LE07_139040_20021029,2002-10-29,2,139,40,LANDSAT_7,ETM,1035865401850,996.8529736194425
131,image131.tif,LE07_139041_20021029,2002-10-29,13,139,41,LANDSAT_7,ETM,1035865425755,1106.8526969651068
131,image131.tif,LE07_139041_20071027,2007-10-27,26,139,41,LANDSAT_7,ETM,1193459154998,1109.3781234837015
131,image131.tif,LE07_139040_20080709,2008-07-09,20,139,40,LANDSAT_7,ETM,1215577503721,1305.3996483486285
131,image131.tif,LE07_139040_20081029,2008-10-29,9,139,40,LANDSAT_7,ETM,1225254269750,1307.408931931787
131,image131.tif,LE07_139040_20020607,2002-06-07,23,139,40,LANDSAT_7,ETM,1023423850224,1350.8399721835572
