threshold,runs,mean_iou,std_iou,min_iou,max_iou,mean_precision,mean_recall,mean_duration_min
10.0,4,0.2859973255895031,0.1172702100026988,0.12305211123256822,0.3891680364512999,0.775832347857536,0.3284361663710002,32.411654166666665
1.0,4,0.2704898180264519,0.07415918285712927,0.1775872603134115,0.3515341772605553,0.782040461174206,0.3011088807994327,31.069137499999997
2.0,4,0.2686391841756841,0.17516019142768813,0.007538019556680107,0.3701771493946382,0.7232222478580126,0.34207789777235353,31.4022375
5.0,4,0.25888951752079636,0.11571436936816322,0.10726880334997582,0.370320440794144,0.6657989518161349,0.31541223716223515,31.970666666666666
2.5,4,0.25507736458085084,0.1295044365556298,0.062304935693663445,0.34175081438897026,0.7721184276173246,0.2915172958254364,29.700366666666667
1.5,4,0.23097047360497844,0.14343889654347364,0.08017752912873742,0.35947892361660777,0.781880648502644,0.26985500923902583,30.465395833333332
3.16,4,0.2256219863475039,0.1391259067639375,0.02180504007775849,0.3289413475058986,0.8299590580668241,0.24538806544551606,29.445995833333335
